address,lng,lat
"7008 SOUTH RICE AVENUE, BELLAIRE, TX, 77401",-95.4679,29.703325
"12115 S. CLEAR LAKE LOOP, PEARLAND, TX, 77584",-95.40819,29.558699
"5800 MAGNOLIA, PEARLAND, TX, 77584",,
"12922 CUTTEN RD, HOUSTON, TX, 77066",-95.53136,29.965694
"1010 WEST SAM HOUSTON PARKWAY NORTH(MAIN ENTRANCE), HOUSTON, TX, 77043",,
"18132 WEST ROAD, CYPRESS, TX, 77433",,
"1001 GOLFVIEW DRIVE, RICHMOND, TX, 77469",-95.75874,29.563152
"1521 EUGENE HEIMANN CIRCLE, RICHMOND, TX, 77469",,
"16431 LEXINGTON BOULEVARD, SUGAR LAND, TX, 77479",-95.621796,29.58982
"29255 FM1093, FULSHEAR, TX, 77441",,
"6464 CREEKSIDE FOREST DR, SPRING, TX, 77389",,
"6900 HAHL ROAD, HOUSTON, TX, 77040",-95.54242,29.868599
"19818 FRANZ ROAD, KATY, TX, 77449",,
"6831 CYPRESSWOOD DR., SPRING, TX, 77379",-95.51467,30.010765
"23828 TOMBALL PARKWAY, TOMBALL, TX, 77375",,
"9455 W. MONTGOMERY RD, HOUSTON, TX, 77088",-95.44611,29.879997
"2202 ST. EMMANUEL ST, HOUSTON, TX, 77003",-95.36264,29.742228
"8605 WESTPLACE DR, HOUSTON, TX, 77071",-95.52813,29.650082
"3203 S. DAIRY ASHFORD, HOUSTON, TX, 77082",,
"20370 FRANZ ROAD, KATY, TX, 77449",-95.74101,29.801746
"7407 LOUETTA ROAD, SPRING, TX, 77379",,
"2930 RAYFORD RD, SPRING, TX, 77386",,
"22825 HWY 105 W., MONTGOMERY, TX, 77356",,
"2801 TECHNOLOGY FOREST BOULEVARD, THE WOODLANDS, TX, 77381",,
"586 ANNE PRESTON ST, PRAIRIE VIEW, TX, 77446",,
"600 PRESTON STREET, RICHMOND, TX, 77469",,
"29955 IH-45 NORTH, SHENANDOAH, TX, 77381",,
"2702 S. MAIN ST., STAFFORD, TX, 77477",-95.554276,29.614264
"3800 MILTON, HOUSTON, TX, 77005",-95.43755,29.716112
"3826 WHEELER AVE, HOUSTON, TX, 77004",-95.352264,29.719547
"404 W. CENTRAL AVE., COMANCHE, TX, 76442",,
"6615 N MASTERS (CR 1128), MANVEL, TX, 77578",-95.351494,29.480974
"3849 CARTWRIGHT ROAD, MISSOURI CITY, TX, 77459",-95.56596,29.582453
"2445 NORTHWEST LOOP, STEPHENVILLE, TX, 76401",-98.23758,32.219666
"1718 PINE ST, ABILENE, TX, 79601",-99.73115,32.46886
"1801 E. FM 700, BIG SPRING, TX, 79720",,
"1401 AUSTIN AVE, BROWNWOOD, TX, 76801",-98.97725,31.709913
"1050 W COMMERCE, BROWNWOOD, TX, 76801",,
"503 S. ANN, BRACKETTVILLE, TX, 78832",,
"421 E. MAIN STREET, UVALDE, TX, 78801",,
"1915 VETERANS BLVD, DEL RIO, TX, 78840",,
"2100 CASTLEFORD RD., MIDLAND, TX, 79705",-102.112076,32.040607
"205 N. GRANT AVENUE, ODESSA, TX, 79761",,
"2610 WEST DICKINSON, FORT STOCKTON, TX, 79735",,
"1800 NORTH BRAZOSPORT BOULEVARD, RICHWOOD, TX, 77531",,
"101 NORTH GLASS STREET, VICTORIA, TX, 77901",-97.007935,28.799862
"3722 S. STAPLES STREET, CORPUS CHRISTI, TX, 78411",-97.38985,27.742273
"5901 S. STAPLES STREET, CORPUS CHRISTI, TX, 78413",-97.37815,27.69468
"1802 WALDRON ROAD, CORPUS CHRISTI, TX, 78418",,
"5002 SPID, CORPUS CHRISTI, TX, 78411",,
"635 W. KING AVENUE, KINGSVILLE, TX, 78363",-97.81603,27.484566
"1010 WEST AVENUE B., KINGSVILLE, TX, 78363",,
"415 E. MAIN, ALICE, TX, 78332",,
"101 COURTHOUSE SQUARE, COTULLA, TX, 78014",,
"616 E, DEL MAR BLVD, LAREDO, TX, 78045",,
"120 W. DEL MAR BLVD, LAREDO, TX, 78045",,
"1120 E. CALTON RD, LAREDO, TX, 78045",,
"2002 SAN BERNARDO, LAREDO, TX, 78045",,
"2401 CLARK BLVD, LAREDO, TX, 78045",-99.47203,27.516636
"1704 SANDMAN STREET, LAREDO, TX, 78045",-99.47385,27.54106
"2116 TOWN SQUARE BLVD., EAGLE PASS, TX, 78852",,
"1604 TX 97, JOURDANTON, TX, 78026",-98.5372,28.923624
"5201 UNIVERSITY BLVD, LAREDO, TX, 78041",-99.431305,27.572767
"1515 PAPPAS ST, LAREDO, TX, 78041",-99.475975,27.536316
"200 7TH STREET, ZAPATA, TX, 78076",-99.26622,26.90253
"423 N. TOWER ROAD, ALAMO, TX, 78516",,
"509 SOUTH ALTON BLVD, ALTON, TX, 78573",,
"2020 SOUTH EXPRESSWAY 83, HARLINGEN, TX, 78552",,
"207 SOUTH 10TH STREET, DONNA, TX, 78537",-98.053375,26.168966
"1702 SOUTH CLOSNER, EDINBURG, TX, 78539",-98.16514,26.286112
"108 E. FM 495, SAN JUAN, TX, 78589",,
"100 WEST US 83, LA JOYA, TX, 78560",,
"8204 SIMON GOMEZ RD, LYFORD, TX, 78569",,
"5115 NORTH 10TH ST., MCALLEN, TX, 78504",-98.22222,26.249308
"1804 N. SHARY ROAD, MISSION, TX, 78572",-98.284935,26.216211
"400 W. VETERANS BLVD, PALMVIEW, TX, 78572",,
"2311 SOUTH CAGE BLVD, PHARR, TX, 78577",-98.18835,26.16884
"523 WEST HIDALGO AVENUE, RAYMONDVILLE, TX, 78580",-97.78725,26.481852
"2500 E. US HWY 83, RIO GRANDE CITY, TX, 78582",,
"901 NORTH AIRPORT DRIVE, WESLACO, TX, 78596",-97.97442,26.151783
"2370 N. EXPRESSWAY, BROWNSVILLE, TX, 78521",,
"301 N. 5TH STREET, ALPINE, TX, 79830",,
"1903 SOUTH CEDAR, PECOS, TX, 79772",-103.48846,31.413216
"305 E LLANO ESTACADO BLVD, CLOVIS, NM, 88101",-103.20283,34.433983
"1401 N TURNER, HOBBS, NM, 88240",,
"801 W JOE HARVEY, HOBBS, NM, 88240",-103.14533,32.740192
"1000 FM 300, LEVELLAND, TX, 79336",-102.3779,33.583046
"9100 S. GEORGIA, AMARILLO, TX, 79118",,
"128 WEST 2ND ST, ROSWELL, NM, 88201",,
"2601 DIMMITT RD, PLAINVIEW, TX, 79072",-101.731094,34.206863
"205 W QUAY, ARTESIA, NM, 88210",-104.39869,32.841194
"500 E. CHURCH, CARLSBAD, NM, 88220",,
"401 WILDCAT DRIVE, ANTHONY, TX, 79821",-106.60176,31.992231
"820 HIGHWAY 478, ANTHONY, NM, 88021",-106.608986,32.0078
"105 COURT STREET, FORT DAVIS, TX, 79734",,
"7000 DYER STREET, EL PASO, TX, 79904",-106.441505,31.849485
"1154 HAWKINS BLVD, EL PASO, TX, 79925",-106.37566,31.773836
"4100 DELTA DR., EL PASO, TX, 79905",-106.44368,31.764145
"7968 SAN PAULO DR., EL PASO, TX, 79907",-106.3447,31.742254
"660 S. MESA HILLS DR, EL PASO, TX, 79912",-106.54178,31.816788
"900 NORTH RESLER DR, EL PASO, TX, 79912",-106.55776,31.859793
"200 E. PICACHO AVENUE, LAS CRUCES, NM, 88001",-106.779625,32.316376
"1745 E UNIVERSITY AVE, LAS CRUCES, NM, 88001",-106.744545,32.28619
"2231 AVENIDA DE MESILLA, MESILLA, NM, 88046",,
"2551 E. LOHMAN AVE., LAS CRUCES, NM, 88011",-106.74581,32.31431
"2711 N TELSHOR BLVD, LAS CRUCES, NM, 88011",-106.76395,32.350025
"1550 S. VALLEY DRIVE, LAS CRUCES, NM, 88005",-106.78256,32.28917
"190 SAN ELIZARIO RD, CLINT, TX, 79836",-106.22881,31.587132
"12501 MONTANA, EL PASO, TX, 79936",,
"435 E. VINTON SUITE D, ANTHONY, TX, 79821",-106.61554,31.95985
"911 NORTH RAYNOR STREET, EL PASO, TX, 79903",-106.45993,31.782896
"9011 ESCOBAR DR., EL PASO, TX, 79907",-106.30928,31.713976
"9600 DYER STREET, EL PASO, TX, 79924",-106.41718,31.886303
"10780 PEBBLE HILLS, EL PASO, TX, 79935",-106.32548,31.783628
"4801 OSBORNE DR., EL PASO, TX, 79922",-106.57223,31.83734
"#5 CHILE CAPITAL LANE, HATCH, NM, 87937",,
"14999 DARRINGTON RD., HORIZON CITY, TX, 79928",,
"3000 ELKS DRIVE, LAS CRUCES, NM, 88005",-106.77729,32.344204
"5845 BATAAN MEMORIAL WEST, LAS CRUCES, NM, 88012",,
"150 N SONOMA RANCH BLVD, LAS CRUCES, NM, 88011",,
"3331 RINCONADA BLVD, LAS CRUCES, NM, 88011",,
"604 LIPAN AVENUE, MESCALERO, NM, 88340",,
"190 CHIRICAHUA PLACE, MESCALERO, NM, 88340",-105.77726,33.15652
"4055 SONOMA RANCH BLVD, LAS CRUCES, NM, 88011",,
"1085 MECHEM DRIVE, RUIDOSO, NM, 88345",-105.673515,33.35215
"1011 N. HUDSON, SILVER CITY, NM, 88061",,
"670 POONA ROAD, SOCORRO, TX, 79927",-106.279015,31.671146
"1000 MCNUTT ROAD, SUNLAND PARK, NM, 88063",-106.55508,31.795927
"11612 SCOTT SIMPSON, EL PASO, TX, 79936",-106.30042,31.74613
"1101 N. CAMPBELL STREET, EL PASO, TX, 79902",-106.490425,31.767056
"5509 WILL RUTH, EL PASO, TX, 79924",-106.41361,31.886093
"9205 N. LOOP DR., EL PASO, TX, 79907",-106.31306,31.6977
"4625 ALBERTA AVE, EL PASO, TX, 79905",-106.43712,31.773075
"2044 TRAWOOD DRIVE, EL PASO, TX, 79935",-106.33108,31.765623
"7145 N. MESA STREET, EL PASO, TX, 79912",-106.55367,31.836187
"9241 SOCORRO ROAD, EL PASO, TX, 79907",,
"5555 E ARAPAHOE RD, CENTENNIAL, CO, 80122",,
"5430 S. BISCAY CIR., AURORA, CO, 80015",-104.76849,39.617836
"25701 EAST SMOKEYHILL ROAD, AURORA, CO, 80016",-104.687355,39.583595
"22500 E DRY CREEK RD, AURORA, CO, 80016",-104.727425,39.58012
"5544 PROMENADE PKWY, CASTLE ROCK, CO, 80108",,
"161 JUSTICE CENTER ROAD, CANON CITY, CO, 81212",,
"2460 E QUINCY AVE, CHERRY HILLS VILLAGE, CO, 80113",,
"3255 AKERS DRIVE, COLORADO SPRINGS, CO, 80922",,
"4050 BRIARGATE PARKWAY, COLORADO SPRINGS, CO, 80920",-104.74228,38.969055
"705 S NEVADA AVE, COLORADO SPRINGS, CO, 80903",-104.82208,38.82447
"400 SECURITY BLVD, COLORADO SPRINGS, CO, 80911",-104.74082,38.74877
"#2 MIDDLEFIELD RD, COLUMBINE VALLEY, CO, 80123",,
"1625 S. UNIVERSITY, DENVER, CO, 80210",,
"2100 SOUTH CLAY STREET, DENVER, CO, 80219",-105.02036,39.67851
"1331 CHEROKEE ST., DENVER, CO, 80204",-104.99166,39.737396
"300 DILLON RIDGE ROAD, DILLON, CO, 80435",,
"9250 ZOTOS DRIVE, LITTLETON, CO, 80129",,
"4000 RED CEDAR DRIVE, LITTLETON, CO, 80126",,
"170 COOLEY MESA ROAD, GYPSUM, CO, 81637",,
"450 MILLER RANCH ROAD, EDWARDS, CO, 81632",,
"5901 W 25TH AVE, DENVER, CO, 80214",-105.061485,39.75302
"1725 SHERIDAN BOULEVARD, DENVER, CO, 80214",,
"5050 S FEDERAL BLVD, ENGLEWOOD, CO, 80110",-105.02539,39.62674
"600 WEST 3RD STREET, FLORENCE, CO, 81226",-105.12422,38.394325
"911 10TH STREET, GOLDEN, CO, 80401",,
"6060 S. QUEBEC ST., GREENWOOD VILLAGE, CO, 80111",-104.904106,39.606613
"10441 CO RD. 73, CONIFER, CO, 80433",-105.308754,39.52998
"13399 WEST COAL MINE AVENUE, LITTLETON, CO, 80127",-105.147606,39.60079
"200 JEFFERSON COUNTY PKY, GOLDEN, CO, 80401",-105.20085,39.72969
"445 SOUTH ALLISON PKWY, LAKEWOOD, CO, 80226",-105.0863,39.708866
"2255 W BERRY AVE, LITTLETON, CO, 80120",-105.01539,39.61689
"9220 KIMMER DRIVE#120, LONE TREE, CO, 80124",,
"645 BEACON LITE RD., MONUMENT, CO, 80132",-104.86807,39.097343
"321 HWY 8, MORRISON, CO, 80465",-105.19304,39.646736
"3050 WEST NORTHERN AVENUE, PUEBLO, CO, 81005",-104.64631,38.244003
"2025 SHIELD DRIVE, STEAMBOAT SPRINGS, CO, 80487",-106.859886,40.50165
"1000 RUSH DRIVE, SALIDA, CO, 81201",,
"320 WEAVERVILLE ROAD, DIVIDE, CO, 80814",,
"75 S. FRONTAGE RD. W., VAIL, CO, 81657",-106.38163,39.644337
"511 COLORADO AVENUE, CARBONDALE, CO, 81623",-107.21211,39.40171
"215 W. 5TH ST., DELTA, CO, 81416",-108.0723,38.74035
"101 WEST 8TH STREET, GLENWOOD SPRINGS, CO, 81601",-107.326485,39.54673
"1203 MAIN STREET, ALAMOSA, CO, 81101",-105.87441,37.468178
"449 SAN JUAN STREET, PAGOSA SPRINGS, CO, 81147",-107.0142,37.26631
"401 W BROADWAY AVE, BLOOMFIELD, NM, 87413",-107.98353,36.71134
"415 N MAIN AVE, AZTEC, NM, 87410",-107.99389,36.825024
"#5 DULCE ROCK DR, DULCE, NM, 87528",,
"2500 TRINITY DR, LOS ALAMOS, NM, 87544",-106.305275,35.881042
"408 GALISTEO, SANTA FE, NM, 87501",-105.9425,35.683468
"14156 STATE RD 75, PENASCO, NM, 87553",,
"58 CITIES OF GOLD RD STE. 6, SANTA FE, NM, 87506",-106.01463,35.88435
"2451 S HIGHWAY 84-64, CHAMA, NM, 87520",,
"1122 INDUSTRIAL PARK ROAD, ESPANOLA, NM, 87532",,
"200 MURLALES ROAD, SANTA FE, NM, 87501",,
"400 CAMINO DE LA PLACITA, TAOS, NM, 87571",,
"205 RIO LUCERO ROAD, TAOS, NM, 87571",-105.54656,36.44226
"2500 SR 522, QUESTA, NM, 87556",-105.59552,36.714676
"4221 E MAIN STREET, FARMINGTON, NM, 87402",-108.156006,36.759167
"6 COUNTY ROAD 6360, KIRTLAND, NM, 87417",-108.35925,36.74117
"701 E 20TH ST, FARMINGTON, NM, 87401",-108.19755,36.74838
"CHACO BLVD & ROUTE 9, CROWNPOINT, NM, 87313",,
"011 BEARHEAD CANYON RD, JEMEZ PUEBLO, NM, 87024",-106.72361,35.620087
"255 COCHITI STREET, COCHITI PUEBLO, NM, 87072",,
"25 SOUTH 100 EAST, MOAB, UT, 84532",,
"297 SOUTH MAIN STREET, MONTICELLO, UT, 84535",-109.342926,37.86838
"2515 CAMINO ENTRADA, SANTA FE, NM, 87507",,
"ARIZONA STATE HIGHWAY 264 MILE POST #388, POLACCA, AZ, 86042",,
"1851 W. US-40, VERNAL, UT, 84078",,
"101 W. GENEVA DR., EAST CARBON, UT, 84520",-110.42364,39.5426
"150 E. HWY. 40, DUCHESNE, UT, 84021",,
"905 BRIDGER DRIVE, GREEN RIVER, WY, 82935",-109.45898,41.503265
"2518 FOOTHILL BLVD, ROCK SPRINGS, WY, 82901",-109.259094,41.58182
"300 W. HWY 40, ROOSEVELT, UT, 84066",-109.98726,40.302116
"950 NORTH HWY 414, MOUNTAIN VIEW, WY, 82939",,
"75 E. 80 N., AMERICAN FORK, UT, 84003",,
"7200 BARRISTER DRIVE, BOISE, ID, 83704",,
"5425 W. CHINDEN BLVD, GARDEN CITY, ID, 83714",,
"555 S 200 W, BOUNTIFUL, UT, 84010",,
"937 E. MAIN, BURLEY, ID, 83318",,
"2353 N. MAIN ST., SUNSET, UT, 84015",,
"212 E. 12300 S., DRAPER, UT, 84020",,
"350 STATE ST., SALT LAKE CITY, UT, 84111",-111.88823,40.76157
"250 AMERICAN LEGION BLVD, MOUNTAIN HOME, ID, 83647",,
"501 E MAIN ST, EMMETT, ID, 83617",,
"1316 NORTH U.S. HIGHWAY 89, FARMINGTON, UT, 84025",,
"17400 HILINE ROAD, POCATELLO, ID, 83202",,
"7440 6TH STREET, HILL AFB, UT, 84056",,
"7451 6TH STREET, HILL AFB, UT, 84056",,
"1370 W. 200 N., KAYSVILLE, UT, 84037",,
"242 HWY 30, KIMBERLY, ID, 83341",-114.36179,42.537
"1170 E. GENTILE ST., LAYTON, UT, 84040",-111.94417,41.061775
"760 EAST MAIN, LEHI, UT, 84043",-111.83678,40.388203
"585 NORTH STATE STREET, LINDON, UT, 84042",-111.72892,40.34958
"3000 E. PINE AVE, MERIDIAN, ID, 83642",,
"275 N. 300 W., MORGAN, UT, 84050",-111.684784,41.03916
"2560 N. 400 E., OGDEN, UT, 84404",,
"1485 HARRISON BLVD, OGDEN, UT, 84404",,
"4275 HARRISON BLVD, OGDEN, UT, 84403",-111.94905,41.185284
"10 COURT STREET, MALAD CITY, ID, 83252",,
"586 NORTH MAIN STREET, PAYSON, UT, 84651",-111.73226,40.05107
"210 E. 700 S., PLEASANT GROVE, UT, 84062",,
"911 N. 7TH AVE, POCATELLO, ID, 83201",-112.4486,42.873985
"70 W. ONEIDA, PRESTON, ID, 83263",,
"48 S. 300 W., PROVO, UT, 84601",,
"3535 W. 5600 S., ROY, UT, 84067",-112.06544,41.16167
"30 W. 100 S., SALEM, UT, 84653",,
"10000 SOUTH CENTENNIAL PARKWAY, SANDY, UT, 84070",-111.89573,40.568893
"275 W. MAIN, SANTAQUIN, UT, 84655",,
"689 N. REDWOOD ROAD, SARATOGA SPRINGS, UT, 84045",,
"1600 WEST TOWNE CENTER DRIVE (10610 S), SOUTH JORDAN, UT, 84095",-111.935715,40.5583
"325 36TH STREET, OGDEN, UT, 84403",,
"3250 S. 700 E., SALT LAKE CITY, UT, 84115",,
"789 W. CENTER ST., SPANISH FORK, UT, 84660",,
"45 SOUTH MAIN, SPRINGVILLE, UT, 84663",-111.61063,40.16603
"951 WEST 1700 SOUTH, SYRACUSE, UT, 84075",-112.04439,41.089146
"99 W. 1280 N., TOOELE, UT, 84074",-112.29587,40.556564
"70 YELLOW CREEK RD, EVANSTON, WY, 82930",-110.967285,41.2591
"77 CR 109, EVANSTON, WY, 82930",-110.914986,41.268475
"2600 W TAYLORSVILLE BVD., TAYLORSVILLE, UT, 84129",-111.95767,40.654423
"12810 S. REDWOOD RD., RIVERTON, UT, 84065",-111.93871,40.51844
"7350 S. 900 E., MIDVALE, UT, 84047",-111.866066,40.618614
"2266 E. EVERGREEN AVE., SALT LAKE CITY, UT, 84124",,
"1735 E. SOUTH CAMPUS DR., SALT LAKE CITY, UT, 84112",,
"5710 W. 7800 S., WEST JORDAN, UT, 84081",,
"3148 W. 3500 S., WEST VALLEY CITY, UT, 84119",,
"1555 SOUTH 800 WEST, WOODS CROSS, UT, 84087",,
"110 S 5TH AVE, CALDWELL, ID, 83605",-116.69045,43.66835
"311 3RD ST. S, NAMPA, ID, 83651",-116.57208,43.58432
"444 SW 4TH ST, ONTARIO, OR, 97914",-116.96923,44.023502
"645 E 5TH ST, WEISER, ID, 83672",,
"104 W. GREENWOOD ST, ENTERPRISE, OR, 97828",-117.2774,45.424603
"234 MAIN ST, WAITSBURG, WA, 99361",-118.154945,46.269756
"54 EAST MOORE STREET, WALLA WALLA, WA, 99362",-118.3435,46.07342
"1700 SE MEADOWBROOK BLVD, COLLEGE PLACE, WA, 99324",-118.38174,46.03373
"722 S. MAIN ST., MILTON FREEWATER, OR, 97862",-118.38504,45.92837
"4820 N ROAD 68, PASCO, WA, 99301",-119.227,46.329987
"1768 AUBURN AVE, BAKER CITY, OR, 97814",-117.82688,44.774517
"104 E ADAMS STREET, CONNELL, WA, 99326",-118.86041,46.661472
"2111 ADAMS AVE, LA GRANDE, OR, 97850",-118.084206,45.322212
"105 E FIRST AVENUE, ODESSA, WA, 99159",-118.68905,47.333202
"151 B ST. WEST, VALE, OR, 97918",,
"1125 W. WINNEMUCCA BL., WINNEMUCCA, NV, 89445",,
"165 N JEFFERSON STREET, REPUBLIC, WA, 99166",,
"130 S. MAIN ST., CENTERFIELD, UT, 84622",,
"42 EAST 200 NORTH, NEPHI, UT, 84648",,
"500 E MAIN STREET, OTHELLO, WA, 99344",-119.16776,46.826164
"BLDG 5212DOOLOTTLE AVE, DUGWAY, UT, 84022",,
"1090 N. MAIN, BEAVER, UT, 84713",,
"633 SOUTH MAIN STREET, CEDAR CITY, UT, 84720",-113.064995,37.665234
"1 MAIN STREET, SUPAI, AZ, 86435",,
"20 NORTH BLUFF STREET, SAINT GEORGE, UT, 84770",-113.593636,37.109463
"3755 W. WASHBURN RD., NORTH LAS VEGAS, NV, 89031",-115.19019,36.254158
"9850 W. CHEYENNE, LAS VEGAS, NV, 89129",,
"6975 W. WINDMILL, LAS VEGAS, NV, 89113",,
"468 DIAMOND CREEK ROAD, PEACH SPRINGS, AZ, 86434",-113.42137,35.539635
"1001 N. IDAHO ROAD, APACHE JUNCTION, AZ, 85119",,
"280 N. AVONDALE BLVD, AVONDALE, AZ, 85323",-112.30649,33.441326
"21699 WEST YUMA RD. SUITE 104, BUCKEYE, AZ, 85326",-112.52109,33.43567
"646 SOUTH 1ST STREET, CAMP VERDE, AZ, 86322",-111.85447,34.559723
"3700 S. ARIZONA AVE., CHANDLER, AZ, 85248",,
"1919 N. DOBSON RD., CHANDLER, AZ, 85224",-111.87642,33.333824
"1975 S. ALMA SCHOOL RD, CHANDLER, AZ, 85286",-111.85863,33.279858
"1950 N. VOSS DRIVE, CHINO VALLEY, AZ, 86323",,
"199 S 6TH ST, COTTONWOOD, AZ, 86326",-112.022736,34.73713
"5405 E. GRANITE RD, TUCSON, AZ, 85707",-110.87701,32.182102
"410 W. CENTENNIAL BLVD, CASA GRANDE, AZ, 85122",-111.75722,32.945786
"12401 W. CINNABAR AVE, EL MIRAGE, AZ, 85335",,
"13982 WEST WADDELL, SURPRISE, AZ, 85379",-112.36096,33.609203
"10755 N. FORT MCDOWELL ROAD, FORT MCDOWELL, AZ, 85264",,
"599 W. SEEDFARM RD., SACATON, AZ, 85147",,
"75 E. CIVIC CENTER DR., GILBERT, AZ, 85296",-111.78833,33.330635
"5125 W. OLIVE AVE, GLENDALE, AZ, 85308",,
"2115 HWY 60 #200, GLOBE, AZ, 85501",,
"125 N. CLARK ST., MAMMOTH, AZ, 85618",,
"3901 W. INA ROAD, TUCSON, AZ, 85741",-111.04738,32.337536
"5502 EAST BUTTE, MESA, AZ, 85205",-111.712425,33.42151
"2030 EAST SOUTHERN AVE, PHOENIX, AZ, 85040",-112.038086,33.39294
"908 SOUTH POWER RD., MESA, AZ, 85206",-111.68468,33.39901
"3701 WEST ANTHEM WAY(ANTHEM WAY & VENTURE CT), ANTHEM, AZ, 85086",,
"37622 NORTH CAVE CREEK ROAD, CAVE CREEK, AZ, 85331",-111.954956,33.825806
"20450 STARDUST BLVD, SUN CITY WEST, AZ, 85375",-112.37321,33.668854
"5101 WEST INDIAN SCHOOL RD., PHOENIX, AZ, 85031",-112.16905,33.494976
"1601 NORTHPARK DRIVE, WINSLOW, AZ, 86047",,
"120 N. ROBSON, MESA, AZ, 85201",-111.83667,33.41785
"1010 W GROVE AVENUE, MESA, AZ, 85210",-111.85352,33.390244
"5941 E. MCKELLIPS RD, MESA, AZ, 85215",-111.7031,33.45188
"2724 S. SIGNAL BUTTE RD, MESA, AZ, 85209",,
"4333 E. UNIVERSITY DR., MESA, AZ, 85205",-111.737465,33.422775
"2430 S. ELLSWORTH ROAD, MESA, AZ, 85209",-111.636024,33.371967
"10661 N. ORACLE RD., ORO VALLEY, AZ, 85737",-110.95618,32.3991
"6433 EAST LINCOLN DRIVE, PARADISE VALLEY, AZ, 85253",-111.94178,33.531124
"2018 SAN XAVIER RD., TUCSON, AZ, 85746",-111.01212,32.10673
"300 N BEELINE HWY, PAYSON, AZ, 85541",,
"8866 WEST THUNDERBIRD RD., PEORIA, AZ, 85382",-112.24774,33.60984
"4734 E. RAY RD., PHOENIX, AZ, 85044",-111.98175,33.31984
"2708 W. DOVE VALLEY RD., PHOENIX, AZ, 85085",,
"1311 E. BELL RD., PHOENIX, AZ, 85022",-112.05375,33.64036
"4202 W. CACTUS RD., PHOENIX, AZ, 85029",-112.14883,33.596355
"4249 W. GLENDALE AVE., PHOENIX, AZ, 85051",-112.15052,33.538456
"1902 SOUTH 16TH ST, PHOENIX, AZ, 85034",-112.04778,33.42954
"6321 E. GREENWAY RD., SCOTTSDALE, AZ, 85254",-111.94523,33.62595
"6601 W. INDIAN SCHOOL RD., PHOENIX, AZ, 85033",-112.20136,33.494858
"2626 S. 83RD AVE., PHOENIX, AZ, 85043",-112.23858,33.424534
"4505 E. THOMAS RD., PHOENIX, AZ, 85018",-111.984604,33.480206
"3402 N. CENTRAL AVE, PHOENIX, AZ, 85012",-112.07379,33.48765
"7300 N. SHANNON RD., TUCSON, AZ, 85741",-111.02974,32.339146
"222 SOUTH MARINA STREET, PRESCOTT, AZ, 86303",-112.46735,34.539417
"7601 E. CIVIC CIRCLE, PRESCOTT VALLEY, AZ, 86314",-112.33216,34.596344
"315 W. SAHUARITA CENTER WAY, SAHUARITA, AZ, 85629",-110.97457,31.956749
"20363 N PIMA RD., SCOTTSDALE, AZ, 85255",,
"1700 N. GRANITE REEF ROADIS JUST NORTH OF THE INTERSECTION, SCOTTSDALE, AZ, 85257",,
"100 ROADRUNNER DR, SEDONA, AZ, 86336",-111.81418,34.86356
"1601 S. 6TH AVENUE, TUCSON, AZ, 85713",-110.968445,32.202564
"8201 S. HARDY DRIVE, TEMPE, AZ, 85284",-111.95438,33.34126
"PD ROAD AND HWY 86, SELLS, AZ, 85634",,
"30 TONTO APACHE RESERVATION, PAYSON, AZ, 85541",,
"7050 E. 22ND ST., TUCSON, AZ, 85710",-110.841774,32.206482
"155 N. TEGNER STREETSUITE C, WICKENBURG, AZ, 85390",,
"2372 KINSEY STREET, CAMP VERDE, AZ, 86322",-111.89373,34.62044
"12606 MAIN STREET, MAYER, AZ, 86333",,
"103 MEDICINE WAY RD., SAN CARLOS, AZ, 85550",,
"2200 E. SHOW LOW LAKE RD, SHOW LOW, AZ, 85901",-110.0191,34.20193
"411 E. DEUCE OF CLUBS, SHOW LOW, AZ, 85902",,
"702 WEST HOPI, HOLBROOK, AZ, 86025",-110.167046,34.90264
"777 N GRAND AVE, NOGALES, AZ, 85621",-110.93115,31.345133
"601 N. LA CANADA DRIVE, GREEN VALLEY, AZ, 85614",,
"1060 YAVAPAI DR. #10, RIO RICO, AZ, 85648",-111.00067,31.464731
"1255 MARINA BLVD, BULLHEAD CITY, AZ, 86442",-114.60201,35.100567
"1500 S. 1ST AVENUE, YUMA, AZ, 85364",,
"500 W. 24TH STREET, YUMA, AZ, 85364",-114.62608,32.68393
"6800 BLOCK OF CHAPAY STREET, YUMA, AZ, 85364",,
"109 W BIRCH ST, CALEXICO, CA, 92231",-115.50861,32.67897
"221 WEST ATEN ROAD, IMPERIAL, CA, 92251",-115.57007,32.825603
"475 W. MAIN ST, BRAWLEY, CA, 92227",,
"750 N IMPERIAL AVE, EL CENTRO, CA, 92243",,
"911 SAWMILL ROAD, FLAGSTAFF, AZ, 86001",-111.641685,35.188896
"46-800 JACKSON ST., INDIO, CA, 92201",,
"2360 MCCULLOCH BLVD, LAKE HAVASU CITY, AZ, 86403",,
"305 N PLYMOUTH AVE, QUARTZSITE, AZ, 85346",,
"1111 BAILEY AVE., NEEDLES, CA, 92363",-114.61828,34.83565
"2907 WASHINGTON ST. #C, JULIAN, CA, 92036",,
"1030 E UNION STREET, SAN LUIS, AZ, 85349",,
"110 N. STATE AVE, SOMERTON, AZ, 85350",-114.710976,32.595695
"28618 OAKLAND AVE, WELLTON, AZ, 85356",-114.14844,32.672646
"13190 W. SOUTH FRONTAGE RD., YUMA, AZ, 85367",-114.40909,32.66828
